"Date";"Event";"AgeGroup";"RegionName";"New";"Cumulative";"Instant"
"2020-04-12";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-12";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-12";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-12";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-12";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-12";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-12";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-12";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-13";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-13";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-13";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-13";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-13";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-13";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-13";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-13";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-13";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-13";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-14";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-14";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-14";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-14";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-14";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-14";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-14";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-14";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-14";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-14";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-15";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-15";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-15";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-15";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-15";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-15";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-15";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-15";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-15";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-15";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-16";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-16";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-16";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-16";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-16";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-16";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-16";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-16";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-16";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-16";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-17";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-17";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-17";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-17";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-17";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-17";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-17";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-17";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-17";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-17";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-18";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-18";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-18";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-18";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-18";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-18";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-18";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-18";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-18";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-18";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-19";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-19";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-19";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-19";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-19";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-19";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-19";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-19";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-19";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-19";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-20";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-20";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-20";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-20";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-20";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-20";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-20";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-20";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-20";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-20";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-21";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-21";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-21";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-21";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-21";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-21";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-21";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-21";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-21";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-21";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-22";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-22";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-22";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-22";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-22";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-22";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-22";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-22";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-22";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-22";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-23";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-23";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-23";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-23";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-23";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-23";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-23";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-23";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-23";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-23";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-24";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-24";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-24";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-24";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-24";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-24";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-24";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-24";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-24";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-24";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-25";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-25";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-25";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-25";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-25";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-25";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-25";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-25";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-25";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-25";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-26";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-26";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-26";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-26";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-26";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-26";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-26";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-26";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-26";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-26";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-27";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-27";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-27";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-27";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-27";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-27";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-27";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-27";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-27";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-27";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-28";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-28";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-28";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-28";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-28";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-28";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-28";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-28";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-28";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-28";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-29";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-29";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-29";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-29";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-29";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-29";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-29";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-29";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-29";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-29";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-04-30";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-04-30";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-04-30";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-04-30";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-04-30";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-04-30";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-04-30";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-04-30";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-04-30";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-04-30";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-01";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-01";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-01";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-01";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-01";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-01";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-01";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-01";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-01";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-01";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-02";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-02";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-02";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-02";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-02";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-02";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-02";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-02";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-02";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-02";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-03";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-03";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-03";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-03";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-03";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-03";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-03";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-03";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-03";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-03";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-04";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-04";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-04";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-04";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-04";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-04";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-04";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-04";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-04";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-04";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-05";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-05";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-05";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-05";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-05";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-05";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-05";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-05";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-05";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-05";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-06";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-06";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-06";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-06";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-06";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-06";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-06";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-06";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-06";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-06";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-07";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-07";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-07";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-07";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-07";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-07";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-07";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-07";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-07";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-07";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-08";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-08";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-08";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-08";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-08";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-08";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-08";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-08";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-08";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-08";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-09";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-09";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-09";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-09";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-09";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-09";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-09";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-09";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-09";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-09";"Hospitalised";"60+";"Zealand";NA;NA;NA
"2020-05-10";"Hospitalised";"0-59";"Hovedstaden";NA;NA;NA
"2020-05-10";"Hospitalised";"0-59";"Midtjylland";NA;NA;NA
"2020-05-10";"Hospitalised";"0-59";"Nordjylland";NA;NA;NA
"2020-05-10";"Hospitalised";"0-59";"Syddanmark";NA;NA;NA
"2020-05-10";"Hospitalised";"0-59";"Zealand";NA;NA;NA
"2020-05-10";"Hospitalised";"60+";"Hovedstaden";NA;NA;NA
"2020-05-10";"Hospitalised";"60+";"Midtjylland";NA;NA;NA
"2020-05-10";"Hospitalised";"60+";"Nordjylland";NA;NA;NA
"2020-05-10";"Hospitalised";"60+";"Syddanmark";NA;NA;NA
"2020-05-10";"Hospitalised";"60+";"Zealand";NA;NA;NA
